scenario_id,title,question,scenario_fingerprint,trajectory_tags,expected_ready_to_record,branch_summary,gold_status,reviewer_ref,reviewed_at,reviewer_notes
triangle_area_alternative_method,三角形面积·alternative_method,三角形底10厘米、高6厘米，面积是多少？说明理由。,6dc568b2fec5298890ca27f696d524341adda58377241abb589fa077aa843c4f,positive|alternative_method|triangle_area,true,"[{""step_id"": ""first_response"", ""branches"": [{""branch_id"": ""alternative_method"", ""response_kind"": ""alternative_method"", ""student_response"": ""也可以把两个相同三角形拼成底10、高6的平行四边形。""}, {""branch_id"": ""alternative_method_reason"", ""response_kind"": ""alternative_method"", ""student_response"": ""这种方法利用了逆运算或等价数量关系，也能独立得到结果。""}, {""branch_id"": ""alternative_method_clarify"", ""response_kind"": ""request_hint"", ""student_response"": ""我不太明白你问的是哪一步，可以说得更具体一点吗？""}]}, {""step_id"": ""follow_up"", ""branches"": [{""branch_id"": ""correct"", ""response_kind"": ""correct"", ""student_response"": ""10乘6除以2等于30平方厘米。""}, {""branch_id"": ""correct_reason"", ""response_kind"": ""correct"", ""student_response"": ""我会再用代入或标准步骤复核，两个方法结果一致才算完整。""}, {""branch_id"": ""correct_clarify"", ""response_kind"": ""request_hint"", ""student_response"": ""我不太明白你问的是哪一步，可以说得更具体一点吗？""}]}]",candidate,,,
parentheses_equation_complete_reasoning,含括号方程·complete_reasoning,解方程2(x+3)=18，并说明步骤。,709ec7705a890201739e0ac3b133ea1634a4686685704f3d0ec1fc451de47bda,positive|complete_reasoning|parentheses_equation,true,"[{""step_id"": ""first_response"", ""branches"": [{""branch_id"": ""correct"", ""response_kind"": ""correct"", ""student_response"": ""等式两边都除以2，得到x加3等于9。""}, {""branch_id"": ""correct_reason"", ""response_kind"": ""correct"", ""student_response"": ""因为等式或数量关系两边做对应运算后，原来的关系仍然成立。""}, {""branch_id"": ""correct_clarify"", ""response_kind"": ""request_hint"", ""student_response"": ""我不太明白你问的是哪一步，可以说得更具体一点吗？""}]}, {""step_id"": ""follow_up"", ""branches"": [{""branch_id"": ""correct"", ""response_kind"": ""correct"", ""student_response"": ""再把两边都减去3，得到x等于6。""}, {""branch_id"": ""correct_reason"", ""response_kind"": ""correct"", ""student_response"": ""我会把求出的结果代回原题，检查它是否满足全部条件。""}, {""branch_id"": ""correct_clarify"", ""response_kind"": ""request_hint"", ""student_response"": ""我不太明白你问的是哪一步，可以说得更具体一点吗？""}]}]",candidate,,,
parentheses_equation_misconception_repair,含括号方程·misconception_repair,解方程2(x+3)=18，并说明步骤。,ae3ecc65880490b7bb502c55802866892f744316ed63f3975244dd02b6d5281b,negative_or_boundary|misconception_repair|parentheses_equation,true,"[{""step_id"": ""first_response"", ""branches"": [{""branch_id"": ""misconception"", ""response_kind"": ""misconception"", ""student_response"": ""先把2和3相加，得到5x等于18。""}, {""branch_id"": ""misconception_reason"", ""response_kind"": ""misconception"", ""student_response"": ""我是把规则理解错了，只记了表面步骤，没有检查数量关系。""}, {""branch_id"": ""misconception_clarify"", ""response_kind"": ""request_hint"", ""student_response"": ""我不太明白你问的是哪一步，可以说得更具体一点吗？""}]}, {""step_id"": ""follow_up"", ""branches"": [{""branch_id"": ""correct"", ""response_kind"": ""correct"", ""student_response"": ""括号外的2乘的是整个x加3，不能把2和3直接相加。""}, {""branch_id"": ""correct_reason"", ""response_kind"": ""correct"", ""student_response"": ""因为修正时要保持原来的等量或数量关系，不能只改一个符号。""}, {""branch_id"": ""correct_clarify"", ""response_kind"": ""request_hint"", ""student_response"": ""我不太明白你问的是哪一步，可以说得更具体一点吗？""}]}]",candidate,,,
parentheses_equation_support_boundary,含括号方程·support_boundary,解方程2(x+3)=18，并说明步骤。,0e5ddb44fdc4e244d227b69cb3daf29767e5647d2f84d7dae4c4b6ebd0cfa6e4,negative_or_boundary|support_boundary|parentheses_equation,false,"[{""step_id"": ""first_response"", ""branches"": [{""branch_id"": ""request_hint"", ""response_kind"": ""request_hint"", ""student_response"": ""我还不知道从哪里开始，能先给我一个小提示吗？""}, {""branch_id"": ""request_hint_reason"", ""response_kind"": ""request_hint"", ""student_response"": ""我还没有找到题目里的关键数量关系，所以需要先澄清或获得提示。""}, {""branch_id"": ""request_hint_clarify"", ""response_kind"": ""request_hint"", ""student_response"": ""我不太明白你问的是哪一步，可以说得更具体一点吗？""}]}, {""step_id"": ""follow_up"", ""branches"": [{""branch_id"": ""correct"", ""response_kind"": ""correct"", ""student_response"": ""等式两边都除以2，得到x加3等于9。""}, {""branch_id"": ""correct_reason"", ""response_kind"": ""correct"", ""student_response"": ""提示让我先抓住了第一步的数量关系，我会从这一步继续。""}, {""branch_id"": ""correct_clarify"", ""response_kind"": ""request_hint"", ""student_response"": ""我不太明白你问的是哪一步，可以说得更具体一点吗？""}]}]",candidate,,,
parentheses_equation_alternative_method,含括号方程·alternative_method,解方程2(x+3)=18，并说明步骤。,55be0a2572f5b21306c03f8645a010b7e38b8f70464b03f5d3a37380c12852e4,positive|alternative_method|parentheses_equation,true,"[{""step_id"": ""first_response"", ""branches"": [{""branch_id"": ""alternative_method"", ""response_kind"": ""alternative_method"", ""student_response"": ""也可以先展开成2x加6等于18，再两边减6并除以2。""}, {""branch_id"": ""alternative_method_reason"", ""response_kind"": ""alternative_method"", ""student_response"": ""这种方法利用了逆运算或等价数量关系，也能独立得到结果。""}, {""branch_id"": ""alternative_method_clarify"", ""response_kind"": ""request_hint"", ""student_response"": ""我不太明白你问的是哪一步，可以说得更具体一点吗？""}]}, {""step_id"": ""follow_up"", ""branches"": [{""branch_id"": ""correct"", ""response_kind"": ""correct"", ""student_response"": ""再把两边都减去3，得到x等于6。""}, {""branch_id"": ""correct_reason"", ""response_kind"": ""correct"", ""student_response"": ""我会再用代入或标准步骤复核，两个方法结果一致才算完整。""}, {""branch_id"": ""correct_clarify"", ""response_kind"": ""request_hint"", ""student_response"": ""我不太明白你问的是哪一步，可以说得更具体一点吗？""}]}]",candidate,,,
number_pattern_complete_reasoning,数列规律·complete_reasoning,数列2、5、8、11的下一个数是多少？说明规律。,4704a2ecf1d62e41874f4c368117cd73e58ede66b0fa9c6f030dd4a63c2b56c2,positive|complete_reasoning|number_pattern,true,"[{""step_id"": ""first_response"", ""branches"": [{""branch_id"": ""correct"", ""response_kind"": ""correct"", ""student_response"": ""相邻两个数都相差3。""}, {""branch_id"": ""correct_reason"", ""response_kind"": ""correct"", ""student_response"": ""因为等式或数量关系两边做对应运算后，原来的关系仍然成立。""}, {""branch_id"": ""correct_clarify"", ""response_kind"": ""request_hint"", ""student_response"": ""我不太明白你问的是哪一步，可以说得更具体一点吗？""}]}, {""step_id"": ""follow_up"", ""branches"": [{""branch_id"": ""correct"", ""response_kind"": ""correct"", ""student_response"": ""11再加3得到14。""}, {""branch_id"": ""correct_reason"", ""response_kind"": ""correct"", ""student_response"": ""我会把求出的结果代回原题，检查它是否满足全部条件。""}, {""branch_id"": ""correct_clarify"", ""response_kind"": ""request_hint"", ""student_response"": ""我不太明白你问的是哪一步，可以说得更具体一点吗？""}]}]",candidate,,,
number_pattern_misconception_repair,数列规律·misconception_repair,数列2、5、8、11的下一个数是多少？说明规律。,fcb9797ca8bdf6371cb39d59b248ec17d162e7822b23526083e43ac68df4dc0a,negative_or_boundary|misconception_repair|number_pattern,true,"[{""step_id"": ""first_response"", ""branches"": [{""branch_id"": ""incorrect"", ""response_kind"": ""incorrect"", ""student_response"": ""前面增加3，所以下一个增加4得到15。""}, {""branch_id"": ""incorrect_reason"", ""response_kind"": ""incorrect"", ""student_response"": ""我是把规则理解错了，只记了表面步骤，没有检查数量关系。""}, {""branch_id"": ""incorrect_clarify"", ""response_kind"": ""request_hint"", ""student_response"": ""我不太明白你问的是哪一步，可以说得更具体一点吗？""}]}, {""step_id"": ""follow_up"", ""branches"": [{""branch_id"": ""correct"", ""response_kind"": ""correct"", ""student_response"": ""应检查同一个变化是否在所有相邻项之间都成立。""}, {""branch_id"": ""correct_reason"", ""response_kind"": ""correct"", ""student_response"": ""因为修正时要保持原来的等量或数量关系，不能只改一个符号。""}, {""branch_id"": ""correct_clarify"", ""response_kind"": ""request_hint"", ""student_response"": ""我不太明白你问的是哪一步，可以说得更具体一点吗？""}]}]",candidate,,,
number_pattern_support_boundary,数列规律·support_boundary,数列2、5、8、11的下一个数是多少？说明规律。,9daf4a071519120aa62ff374e2f497e19c9875846705419c47e6a2d74be84378,negative_or_boundary|support_boundary|number_pattern,false,"[{""step_id"": ""first_response"", ""branches"": [{""branch_id"": ""incomplete"", ""response_kind"": ""incomplete"", ""student_response"": ""我只想到先算一下，但还说不完整。""}, {""branch_id"": ""incomplete_reason"", ""response_kind"": ""incomplete"", ""student_response"": ""我还没有找到题目里的关键数量关系，所以需要先澄清或获得提示。""}, {""branch_id"": ""incomplete_clarify"", ""response_kind"": ""request_hint"", ""student_response"": ""我不太明白你问的是哪一步，可以说得更具体一点吗？""}]}, {""step_id"": ""follow_up"", ""branches"": [{""branch_id"": ""correct"", ""response_kind"": ""correct"", ""student_response"": ""相邻两个数都相差3。""}, {""branch_id"": ""correct_reason"", ""response_kind"": ""correct"", ""student_response"": ""提示让我先抓住了第一步的数量关系，我会从这一步继续。""}, {""branch_id"": ""correct_clarify"", ""response_kind"": ""request_hint"", ""student_response"": ""我不太明白你问的是哪一步，可以说得更具体一点吗？""}]}]",candidate,,,
number_pattern_alternative_method,数列规律·alternative_method,数列2、5、8、11的下一个数是多少？说明规律。,be9cac7f803b834f9e67de72a951ad7babd02b621fc74cd84b2018896569c461,positive|alternative_method|number_pattern,true,"[{""step_id"": ""first_response"", ""branches"": [{""branch_id"": ""alternative_method"", ""response_kind"": ""alternative_method"", ""student_response"": ""也可以写成2加3乘序号减1，看出第五项是14。""}, {""branch_id"": ""alternative_method_reason"", ""response_kind"": ""alternative_method"", ""student_response"": ""这种方法利用了逆运算或等价数量关系，也能独立得到结果。""}, {""branch_id"": ""alternative_method_clarify"", ""response_kind"": ""request_hint"", ""student_response"": ""我不太明白你问的是哪一步，可以说得更具体一点吗？""}]}, {""step_id"": ""follow_up"", ""branches"": [{""branch_id"": ""correct"", ""response_kind"": ""correct"", ""student_response"": ""11再加3得到14。""}, {""branch_id"": ""correct_reason"", ""response_kind"": ""correct"", ""student_response"": ""我会再用代入或标准步骤复核，两个方法结果一致才算完整。""}, {""branch_id"": ""correct_clarify"", ""response_kind"": ""request_hint"", ""student_response"": ""我不太明白你问的是哪一步，可以说得更具体一点吗？""}]}]",candidate,,,
simple_probability_complete_reasoning,简单可能性·complete_reasoning,袋中有3个红球和1个蓝球，任意摸一个，哪种颜色更可能？为什么？,1da30cbeef1d33e640c5d228c784d90941185aab612c9ec4e4d9311e0b6e8515,positive|complete_reasoning|simple_probability,true,"[{""step_id"": ""first_response"", ""branches"": [{""branch_id"": ""correct"", ""response_kind"": ""correct"", ""student_response"": ""红球有3个，蓝球只有1个。""}, {""branch_id"": ""correct_reason"", ""response_kind"": ""correct"", ""student_response"": ""因为等式或数量关系两边做对应运算后，原来的关系仍然成立。""}, {""branch_id"": ""correct_clarify"", ""response_kind"": ""request_hint"", ""student_response"": ""我不太明白你问的是哪一步，可以说得更具体一点吗？""}]}, {""step_id"": ""follow_up"", ""branches"": [{""branch_id"": ""correct"", ""response_kind"": ""correct"", ""student_response"": ""每个球被摸到的机会相同时，红球数量更多，所以红球更可能。""}, {""branch_id"": ""correct_reason"", ""response_kind"": ""correct"", ""student_response"": ""我会把求出的结果代回原题，检查它是否满足全部条件。""}, {""branch_id"": ""correct_clarify"", ""response_kind"": ""request_hint"", ""student_response"": ""我不太明白你问的是哪一步，可以说得更具体一点吗？""}]}]",candidate,,,
simple_probability_misconception_repair,简单可能性·misconception_repair,袋中有3个红球和1个蓝球，任意摸一个，哪种颜色更可能？为什么？,608a09d66c4ccf364e19bed9666301e56909d90a15758b9c3695acd5a9751941,negative_or_boundary|misconception_repair|simple_probability,true,"[{""step_id"": ""first_response"", ""branches"": [{""branch_id"": ""misconception"", ""response_kind"": ""misconception"", ""student_response"": ""蓝球数量少，所以更稀有，也就更可能被摸到。""}, {""branch_id"": ""misconception_reason"", ""response_kind"": ""misconception"", ""student_response"": ""我是把规则理解错了，只记了表面步骤，没有检查数量关系。""}, {""branch_id"": ""misconception_clarify"", ""response_kind"": ""request_hint"", ""student_response"": ""我不太明白你问的是哪一步，可以说得更具体一点吗？""}]}, {""step_id"": ""follow_up"", ""branches"": [{""branch_id"": ""correct"", ""response_kind"": ""correct"", ""student_response"": ""随机摸取时数量更多的颜色对应更多可能结果。""}, {""branch_id"": ""correct_reason"", ""response_kind"": ""correct"", ""student_response"": ""因为修正时要保持原来的等量或数量关系，不能只改一个符号。""}, {""branch_id"": ""correct_clarify"", ""response_kind"": ""request_hint"", ""student_response"": ""我不太明白你问的是哪一步，可以说得更具体一点吗？""}]}]",candidate,,,
simple_probability_support_boundary,简单可能性·support_boundary,袋中有3个红球和1个蓝球，任意摸一个，哪种颜色更可能？为什么？,bb000a93e0b10abbbecc38d58b1eacfcb54dd2ec0a41fee1a6f4524a9bebf04f,negative_or_boundary|support_boundary|simple_probability,false,"[{""step_id"": ""first_response"", ""branches"": [{""branch_id"": ""off_topic"", ""response_kind"": ""off_topic"", ""student_response"": ""我刚才走神了，还没有回答这个问题。""}, {""branch_id"": ""off_topic_reason"", ""response_kind"": ""off_topic"", ""student_response"": ""我还没有找到题目里的关键数量关系，所以需要先澄清或获得提示。""}, {""branch_id"": ""off_topic_clarify"", ""response_kind"": ""request_hint"", ""student_response"": ""我不太明白你问的是哪一步，可以说得更具体一点吗？""}]}, {""step_id"": ""follow_up"", ""branches"": [{""branch_id"": ""correct"", ""response_kind"": ""correct"", ""student_response"": ""红球有3个，蓝球只有1个。""}, {""branch_id"": ""correct_reason"", ""response_kind"": ""correct"", ""student_response"": ""提示让我先抓住了第一步的数量关系，我会从这一步继续。""}, {""branch_id"": ""correct_clarify"", ""response_kind"": ""request_hint"", ""student_response"": ""我不太明白你问的是哪一步，可以说得更具体一点吗？""}]}]",candidate,,,
simple_probability_alternative_method,简单可能性·alternative_method,袋中有3个红球和1个蓝球，任意摸一个，哪种颜色更可能？为什么？,1c0dc145613e88eb50ab34595cbea5faa9905cf13cb60db565cb057216a8d8a9,positive|alternative_method|simple_probability,true,"[{""step_id"": ""first_response"", ""branches"": [{""branch_id"": ""alternative_method"", ""response_kind"": ""alternative_method"", ""student_response"": ""也可以比较概率，红球是四分之三，蓝球是四分之一。""}, {""branch_id"": ""alternative_method_reason"", ""response_kind"": ""alternative_method"", ""student_response"": ""这种方法利用了逆运算或等价数量关系，也能独立得到结果。""}, {""branch_id"": ""alternative_method_clarify"", ""response_kind"": ""request_hint"", ""student_response"": ""我不太明白你问的是哪一步，可以说得更具体一点吗？""}]}, {""step_id"": ""follow_up"", ""branches"": [{""branch_id"": ""correct"", ""response_kind"": ""correct"", ""student_response"": ""每个球被摸到的机会相同时，红球数量更多，所以红球更可能。""}, {""branch_id"": ""correct_reason"", ""response_kind"": ""correct"", ""student_response"": ""我会再用代入或标准步骤复核，两个方法结果一致才算完整。""}, {""branch_id"": ""correct_clarify"", ""response_kind"": ""request_hint"", ""student_response"": ""我不太明白你问的是哪一步，可以说得更具体一点吗？""}]}]",candidate,,,
